symbol,data,2019-12-31,2020-12-31,2021-12-31,2022-12-31,2023-12-31,2024-12-31
VGI,Diluted EPS,,,0.113,-0.014,-0.006,-0.312
VGI,Basic EPS,,,0.113,-0.014,-0.006,-0.312
VGI,Diluted NI Availto Com Stockholders,,,979765129.0,-120263017.0,-64881756.0,-3488771512.0
VGI,Net Income Common Stockholders,,,979765129.0,-120263017.0,-64881756.0,-3488771512.0
VGI,Net Income,,,979765129.0,-120263017.0,-64881756.0,-3488771512.0
VGI,Minority Interests,,,73088482.0,155723372.0,402606905.0,285788319.0
VGI,Net Income Including Noncontrolling Interests,,,906676647.0,-275986389.0,-467488661.0,-3774559831.0
VGI,Net Income Discontinuous Operations,,414989363.0,,,,
VGI,Net Income Continuous Operations,,,906676647.0,-275986389.0,-467488661.0,-3774559831.0
VGI,Tax Provision,,,132910940.0,34492823.0,212521210.0,-205259479.0
VGI,Pretax Income,,,1039587587.0,-241493566.0,-254967451.0,-3979819310.0
VGI,Other Income Expense,,,1413490544.0,266399065.0,528562413.0,-2793425745.0
VGI,Other Non Operating Income Expenses,,,414244172.0,259813208.0,236925813.0,277780334.0
VGI,Special Income Charges,,,592749341.0,0.0,579969910.0,-2390796362.0
VGI,Gain On Sale Of Business,,,592749341.0,0.0,579969910.0,-1957398140.0
VGI,Write Off,,,,,0.0,433398222.0
VGI,Earnings From Equity Interest,,,338434039.0,-194019143.0,-438179265.0,-734723299.0
VGI,Gain On Sale Of Security,,,68062992.0,200605000.0,149845955.0,54313582.0
VGI,Net Non Operating Interest Income Expense,,,-73157000.0,-78621698.0,34262359.0,95384472.0
VGI,Total Other Finance Cost,,2115000.0,3937000.0,2846000.0,3610000.0,
VGI,Interest Expense Non Operating,,,69220000.0,97630000.0,31323790.0,27838167.0
VGI,Interest Income Non Operating,,,,21854302.0,65586149.0,123222639.0
VGI,Operating Income,,,-300746040.0,-429240439.0,-817792704.0,-1281777995.0
VGI,Operating Expense,,,923810468.0,1153905112.0,1938053347.0,2458036410.0
VGI,Other Operating Expenses,,-103732377.0,,-105841136.0,-90032946.0,-63969159.0
VGI,Selling General And Administration,,,923810468.0,1259746248.0,2028086293.0,2522005569.0
VGI,Selling And Marketing Expense,,,317369365.0,512263896.0,764110491.0,823062223.0
VGI,General And Administrative Expense,,,606441103.0,747482352.0,1263975802.0,1698943346.0
VGI,Other Gand A,,,606441103.0,747482352.0,1263975802.0,1698943346.0
VGI,Gross Profit,,,623064428.0,724664673.0,1120260643.0,1176258415.0
VGI,Cost Of Revenue,,,1543892357.0,3208920421.0,3515428995.0,3358789943.0
VGI,Total Revenue,,,2166956785.0,3933585094.0,4635689638.0,4535048358.0
VGI,Operating Revenue,,,2065596785.0,3886100094.0,4573174638.0,4471968358.0
VIBHA,Tax Effect Of Unusual Items,,39626765.7552,33518017.6496,48078273.8884,31950288.5724,
VIBHA,Tax Rate For Calcs,,0.1872,0.1012,0.1546,0.1548,
VIBHA,Normalized EBITDA,,1111576249.0,2589706986.0,2511479609.0,2017792828.0,
VIBHA,Total Unusual Items,,211681441.0,331205708.0,310984954.0,206397213.0,
VIBHA,Total Unusual Items Excluding Goodwill,,211681441.0,331205708.0,310984954.0,206397213.0,
VIBHA,Net Income From Continuing Operation Net Minority Interest,,465472820.0,1843414674.0,1375635156.0,865124836.0,
VIBHA,Reconciled Depreciation,,438687724.0,501000453.0,624503492.0,646510134.0,
VIBHA,Reconciled Cost Of Revenue,,4485881342.0,5179224041.0,5875991851.0,5834024195.0,
VIBHA,EBITDA,,1323257690.0,2920912694.0,2822464563.0,2224190041.0,
VIBHA,EBIT,,884569966.0,2419912241.0,2197961071.0,1577679907.0,
VIBHA,Net Interest Income,,-202720725.0,-206041347.0,-244811120.0,-306335778.0,
VIBHA,Interest Expense,,202720725.0,206041347.0,244811120.0,306335778.0,
VIBHA,Normalized Income,,293418144.7552,1545726983.6496,1112728475.8884,690677911.5724,
VIBHA,Net Income From Continuing And Discontinued Operation,,465472820.0,1805050197.0,1339745533.0,865124836.0,
VIBHA,Total Expenses,,5289205693.0,6006408228.0,6846056441.0,6875958709.0,
VIBHA,Rent Expense Supplemental,,79845496.0,36406260.0,37328458.0,41092804.0,
VIBHA,Total Operating Income As Reported,,946924655.0,1698223727.0,2062252919.0,1503935820.0,
VIBHA,Diluted Average Shares,,14783112198.0,14887489514.0,13575945923.0,13576011474.0,
VIBHA,Basic Average Shares,,13414288594.0,13575865582.0,13575945923.0,13576011474.0,
VIBHA,Diluted EPS,,0.0315,0.1212,0.0987,0.0637,
VIBHA,Basic EPS,,0.0347,0.133,0.0987,0.0637,
VIBHA,Diluted NI Availto Com Stockholders,,465472820.0,1805050197.0,1339745533.0,865124836.0,
VIBHA,Net Income Common Stockholders,,465472820.0,1805050197.0,1339745533.0,865124836.0,
VIBHA,Net Income,,465472820.0,1805050197.0,1339745533.0,865124836.0,
VIBHA,Minority Interests,,-88719144.0,-146064992.0,-275492888.0,-209380355.0,
VIBHA,Net Income Including Noncontrolling Interests,,554191964.0,1951115189.0,1615238421.0,1074505191.0,
VIBHA,Net Income Discontinuous Operations,,,-38364477.0,-35889623.0,0.0,
VIBHA,Net Income Continuous Operations,,554191964.0,1989479666.0,1651128044.0,1074505191.0,
VIBHA,Tax Provision,,127657277.0,224391228.0,302021907.0,196838938.0,
VIBHA,Pretax Income,,681849241.0,2213870894.0,1953149951.0,1271344129.0,
VIBHA,Other Income Expense,,149326752.0,1052894222.0,431784257.0,280141300.0,
VIBHA,Other Non Operating Income Expenses,116161383.0,,,,,
VIBHA,Special Income Charges,0.0,0.0,-34539437.0,0.0,,
VIBHA,Write Off,0.0,0.0,34539437.0,0.0,,
VIBHA,Earnings From Equity Interest,,-62354689.0,721688514.0,120799303.0,73744087.0,
VIBHA,Gain On Sale Of Security,,211681441.0,365745145.0,310984954.0,206397213.0,
VIBHA,Net Non Operating Interest Income Expense,,-202720725.0,-206041347.0,-244811120.0,-306335778.0,
VIBHA,Interest Expense Non Operating,,202720725.0,206041347.0,244811120.0,306335778.0,
VIBHA,Operating Income,,735243214.0,1367018019.0,1766176814.0,1297538607.0,
VIBHA,Operating Expense,,803324351.0,827184187.0,970064590.0,1041934514.0,
VIBHA,Other Operating Expenses,,-121711160.0,-107694866.0,-119080682.0,-144669443.0,
VIBHA,Selling General And Administration,,925035511.0,934879053.0,1089145272.0,1186603957.0,
VIBHA,General And Administrative Expense,,925035511.0,934879053.0,1089145272.0,1186603957.0,
VIBHA,Other Gand A,,925035511.0,934879053.0,1089145272.0,1186603957.0,
VIBHA,Gross Profit,,1538567565.0,2194202206.0,2736241404.0,2339473121.0,
VIBHA,Cost Of Revenue,,4485881342.0,5179224041.0,5875991851.0,5834024195.0,
VIBHA,Total Revenue,,6024448907.0,7373426247.0,8612233255.0,8173497316.0,
VIBHA,Operating Revenue,,6024448907.0,7373426247.0,8612233255.0,8173497316.0,
VIH,Tax Effect Of Unusual Items,,0.0,0.0,0.0,522223.123226,
VIH,Tax Rate For Calcs,,0.179876,0.206908,0.198063,0.19537,
VIH,Normalized EBITDA,,414500781.0,1762493796.0,1053049263.0,536626463.0,
VIH,Total Unusual Items,,,,,2673000.0,
VIH,Total Unusual Items Excluding Goodwill,,,,,2673000.0,
VIH,Net Income From Continuing Operation Net Minority Interest,,186277761.0,1255182135.0,696597570.0,283864812.0,
VIH,Reconciled Depreciation,,165657065.0,157826725.0,170097215.0,175410960.0,
VIH,Reconciled Cost Of Revenue,,1727931612.0,2693236138.0,2361696282.0,2062486813.0,
VIH,EBITDA,,414500781.0,1762493796.0,1053049263.0,539299463.0,
VIH,EBIT,,248843716.0,1604667071.0,882952048.0,363888503.0,
VIH,Net Interest Income,,-21009857.0,-15682799.0,-11012459.0,-9887907.0,
VIH,Interest Expense,,21009857.0,15682799.0,11012459.0,9887907.0,
VIH,Normalized Income,,186277761.0,1255182135.0,696597570.0,281714035.123226,
VIH,Net Income From Continuing And Discontinued Operation,,186277761.0,1255182135.0,696597570.0,283864812.0,
VIH,Total Expenses,,2026828112.0,3113168271.0,2762952821.0,2372673515.0,
VIH,Total Operating Income As Reported,,248843716.0,1604667071.0,882952048.0,363888503.0,
VIH,Diluted Average Shares,,573110536.0,573110536.0,573110536.0,573110536.0,
VIH,Basic Average Shares,,573110536.0,573110536.0,573110536.0,573110536.0,
VIH,Diluted EPS,,0.328592,2.190612,1.214794,0.497866,
VIH,Basic EPS,,0.328592,2.190612,1.214794,0.497866,
VIH,Diluted NI Availto Com Stockholders,,186277761.0,1255182135.0,696597570.0,283864812.0,
VIH,Net Income Common Stockholders,,186277761.0,1255182135.0,696597570.0,283864812.0,
VIH,Net Income,,186277761.0,1255182135.0,696597570.0,283864812.0,
VIH,Minority Interests,,-574169.0,-5028732.0,-2643279.0,-974805.0,
VIH,Net Income Including Noncontrolling Interests,,186851930.0,1260210867.0,699240849.0,284839617.0,
VIH,Net Income Continuous Operations,,186851930.0,1260210867.0,699240849.0,284839617.0,
VIH,Tax Provision,,40981929.0,328773405.0,172698740.0,69160979.0,
VIH,Pretax Income,,227833859.0,1588984272.0,871939589.0,354000596.0,
VIH,Other Income Expense,22211982.0,,,,2673000.0,
VIH,Other Non Operating Income Expenses,22211982.0,,,,,
VIH,Gain On Sale Of Security,,,,,2673000.0,
VIH,Net Non Operating Interest Income Expense,,-21009857.0,-15682799.0,-11012459.0,-9887907.0,
VIH,Interest Expense Non Operating,,21009857.0,15682799.0,11012459.0,9887907.0,
VIH,Operating Income,,248843716.0,1604667071.0,882952048.0,361215503.0,
VIH,Operating Expense,,298896500.0,419932133.0,401256539.0,310186702.0,
VIH,Other Operating Expenses,,-14265340.0,-11922310.0,-15875888.0,-26636065.0,
VIH,Selling General And Administration,,313161840.0,431854443.0,417132427.0,336822767.0,
VIH,Selling And Marketing Expense,,58159890.0,66135140.0,133184526.0,72663594.0,
VIH,General And Administrative Expense,,255001950.0,365719303.0,283947901.0,264159173.0,
VIH,Other Gand A,,255001950.0,365719303.0,283947901.0,264159173.0,
VIH,Gross Profit,,547740216.0,2024599204.0,1284208587.0,671402205.0,
VIH,Cost Of Revenue,,1727931612.0,2693236138.0,2361696282.0,2062486813.0,
VIH,Total Revenue,,2275671828.0,4717835342.0,3645904869.0,2733889018.0,
VIH,Operating Revenue,,2275671828.0,4717835342.0,3645904869.0,2733889018.0,
VL,Tax Effect Of Unusual Items,,430560.416503,514184.171534,-610422.12158,458374.16372,
VL,Tax Rate For Calcs,,0.0887,0.2083,0.1315,0.1384,
VL,Normalized EBITDA,,233039280.24,177882116.82,183216683.33,211140438.93,
VL,Total Unusual Items,,4854119.69,2468478.98,-4641993.32,3311952.05,
VL,Total Unusual Items Excluding Goodwill,,4854119.69,2468478.98,-4641993.32,3311952.05,
VL,Net Income From Continuing Operation Net Minority Interest,,84400946.71,23110016.07,23332045.71,30988213.58,
VL,Reconciled Depreciation,,107278390.18,114015509.12,116454172.06,141031468.55,
VL,Reconciled Cost Of Revenue,,494734732.7,569047468.17,629382389.19,657206679.38,
VL,EBITDA,,237893399.93,180350595.8,178574690.01,214452390.98,
VL,EBIT,,130615009.75,66335086.68,62120517.95,73420922.43,
VL,Net Interest Income,,-38001215.1,-37146262.41,-35256840.19,-37453570.99,
VL,Interest Expense,,38001215.1,37146262.41,35256840.19,37453570.99,
VL,Normalized Income,,79977387.436503,21155721.261534,27363616.90842,28134635.69372,
VL,Net Income From Continuing And Discontinued Operation,,84400946.71,23110016.07,23332045.71,30988213.58,
VL,Total Expenses,,522178292.44,603176937.64,662058733.8,676989893.56,
VL,Diluted Average Shares,,800000000.0,950186477.0,1093549071.0,1150054506.0,
VL,Basic Average Shares,,800000000.0,830141694.0,1012759403.0,1150054506.0,
VL,Diluted EPS,,0.106,0.024,0.021,0.027,
VL,Basic EPS,,0.106,0.028,0.023,0.027,
VL,Diluted NI Availto Com Stockholders,,84400946.71,23110016.07,23332045.71,30988213.58,
VL,Net Income Common Stockholders,,84400946.71,23110016.07,23332045.71,30988213.58,
VL,Net Income,,84400946.71,23110016.07,23332045.71,30988213.58,
VL,Net Income Including Noncontrolling Interests,,84400946.71,23110016.07,23332045.71,30988213.58,
VL,Net Income Continuous Operations,,84400946.71,23110016.07,23332045.71,30988213.58,
VL,Tax Provision,,8212847.94,6078808.2,3531632.05,4979137.86,
VL,Pretax Income,,92613794.65,29188824.27,26863677.76,35967351.44,
VL,Other Income Expense,,6196899.92,6739882.33,-2301327.62,7985525.74,
VL,Other Non Operating Income Expenses,,1342780.23,4271403.35,2340665.7,4673573.69,
VL,Special Income Charges,0.0,3741660.29,0.0,,,
VL,Gain On Sale Of Ppe,0.0,3741660.29,0.0,,,
VL,Gain On Sale Of Security,,1112459.4,2468478.98,-4641993.32,3311952.05,
VL,Net Non Operating Interest Income Expense,,-38001215.1,-37146262.41,-35256840.19,-37453570.99,
VL,Interest Expense Non Operating,,38001215.1,37146262.41,35256840.19,37453570.99,
VL,Operating Income,,124418109.83,59595204.35,64421845.57,65435396.69,
VL,Operating Expense,,27443559.74,34129469.47,32676344.61,19783214.18,
VL,Provision For Doubtful Accounts,,,,4755374.46,-6532630.02,
VL,Selling General And Administration,,27443559.74,34129469.47,27920970.15,26315844.2,
VL,General And Administrative Expense,,27443559.74,34129469.47,27920970.15,26315844.2,
VL,Other Gand A,,27312821.84,32602812.36,27760621.79,26155071.19,
VL,Salaries And Wages,,130737.9,1526657.11,160348.36,160773.01,
VL,Gross Profit,,151861669.57,93724673.82,97098190.18,85218610.87,
VL,Cost Of Revenue,,494734732.7,569047468.17,629382389.19,657206679.38,
VL,Total Revenue,,646596402.27,662772141.99,726480579.37,742425290.25,
VL,Operating Revenue,,646596402.27,662772141.99,726480579.37,742425290.25,
VNG,Tax Effect Of Unusual Items,,8028871.718,-73684.493377,8953723.174829,11505285.184,
VNG,Tax Rate For Calcs,,0.2,0.01702,0.112348,0.2,
VNG,Normalized EBITDA,,656736138.23,2670341518.93,2233878881.4,1637403671.53,
VNG,Total Unusual Items,,40144358.59,-4329381.44,79696585.25,57526425.92,
VNG,Total Unusual Items Excluding Goodwill,,40144358.59,-4329381.44,79696585.25,57526425.92,
VNG,Net Income From Continuing Operation Net Minority Interest,,-590479982.24,1293776725.15,716689877.58,26658755.52,
VNG,Reconciled Depreciation,,1021233303.89,1042922222.68,1147564479.2,1158684714.64,
VNG,Reconciled Cost Of Revenue,,7309289357.03,9746924940.53,10553760233.72,11822251249.6,
VNG,EBITDA,,696880496.82,2666012137.49,2313575466.65,1694930097.45,
VNG,EBIT,,-324352807.07,1623089914.81,1166010987.45,536245382.81,
VNG,Net Interest Income,,-269834741.78,-291996085.17,-329627728.69,-422449262.46,
VNG,Interest Expense,,269834741.78,291996085.17,329627728.69,422449262.46,
VNG,Normalized Income,,-622595469.112,1298032422.096623,645947015.504829,-19362385.216,
VNG,Net Income From Continuing And Discontinued Operation,,-590479982.24,1293776725.15,716689877.58,26658755.52,
VNG,Total Expenses,,8685576532.93,11360307626.97,12051310696.51,13669466140.22,
VNG,Total Operating Income As Reported,,-978572370.84,1623089914.81,1166010987.45,536245382.81,
VNG,Diluted Average Shares,,1642134516.0,1735237480.0,1735237480.0,1735237480.0,
VNG,Basic Average Shares,,1642134516.0,1735237480.0,1735237480.0,1735237480.0,
VNG,Diluted EPS,,-0.36,0.75,0.41,0.02,
VNG,Basic EPS,,-0.36,0.75,0.41,0.02,
VNG,Diluted NI Availto Com Stockholders,,-590479982.24,1293776725.15,716689877.58,26658755.52,
VNG,Net Income Common Stockholders,,-590479982.24,1293776725.15,716689877.58,26658755.52,
VNG,Net Income,,-590479982.24,1293776725.15,716689877.58,26658755.52,
VNG,Minority Interests,,4241792.64,-14662372.9,-25727696.91,-18283125.07,
VNG,Net Income Including Noncontrolling Interests,,-594721774.88,1308439098.05,742417574.49,44941880.59,
VNG,Net Income Continuous Operations,,-594721774.88,1308439098.05,742417574.49,44941880.59,
VNG,Tax Provision,,534226.03,22654731.59,93965684.27,68854239.76,
VNG,Pretax Income,,-594187548.85,1331093829.64,836383258.76,113796120.35,
VNG,Other Income Expense,,40144358.59,-4329381.44,79696585.25,57526425.92,
VNG,Other Non Operating Income Expenses,20431406.12,,,,,
VNG,Gain On Sale Of Security,,40144358.59,-4329381.44,79696585.25,57526425.92,
VNG,Net Non Operating Interest Income Expense,,-269834741.78,-291996085.17,-329627728.69,-422449262.46,
VNG,Interest Expense Non Operating,,269834741.78,291996085.17,329627728.69,422449262.46,
VNG,Operating Income,,-364497165.66,1627419296.25,1086314402.2,478718956.89,
VNG,Operating Expense,,1376287175.9,1613382686.44,1497550462.79,1847214890.62,
VNG,Other Operating Expenses,,-21417619.44,-2616681.51,-58264302.9,-36845531.19,
VNG,Selling General And Administration,,1397704795.34,1615999367.95,1555814765.69,1884060421.81,
VNG,Selling And Marketing Expense,,947938039.39,1198998635.61,1019187749.3,1299554126.68,
VNG,General And Administrative Expense,,449766755.95,417000732.34,536627016.39,584506295.13,
VNG,Other Gand A,,366518653.69,310150324.28,435973330.92,496101768.33,
VNG,Salaries And Wages,,83248102.26,106850408.06,100653685.47,88404526.8,
VNG,Gross Profit,,1011790010.24,3240801982.69,2583864864.99,2325933847.51,
VNG,Cost Of Revenue,,7309289357.03,9746924940.53,10553760233.72,11822251249.6,
VNG,Total Revenue,,8321079367.27,12987726923.22,13137625098.71,14148185097.11,
VNG,Operating Revenue,,8321079367.27,12987726923.22,13137625098.71,14148185097.11,
VPO,Tax Effect Of Unusual Items,,1097849.2,2781662.1406,-4746409.6,-1000786.0,
VPO,Tax Rate For Calcs,,0.2,0.1966,0.2,0.2,
VPO,Normalized EBITDA,,136175449.0,174628722.0,144559402.0,-18296821.0,
VPO,Total Unusual Items,,5489246.0,14148841.0,-23732048.0,-5003930.0,
VPO,Total Unusual Items Excluding Goodwill,,5489246.0,14148841.0,-23732048.0,-5003930.0,
VPO,Net Income From Continuing Operation Net Minority Interest,,-29335558.0,46224584.0,16407691.0,-114197254.0,
VPO,Reconciled Depreciation,,149004873.0,120456231.0,85794859.0,85562139.0,
VPO,Reconciled Cost Of Revenue,,1014071499.0,1222592099.0,2174370040.0,1178431680.0,
VPO,EBITDA,,141664695.0,188777563.0,120827354.0,-23300751.0,
VPO,EBIT,,-7340178.0,68321332.0,35032495.0,-108862890.0,
VPO,Net Interest Income,,-16262352.0,-10763683.0,-7970805.0,-6311872.0,
VPO,Interest Expense,,16328044.0,10787085.0,7994369.0,6369839.0,
VPO,Interest Income,,65692.0,23402.0,23564.0,57967.0,
VPO,Normalized Income,,-33726954.8,34857405.1406,35393329.4,-110194110.0,
VPO,Net Income From Continuing And Discontinued Operation,,-29335558.0,46224584.0,16407691.0,-114197254.0,
VPO,Total Expenses,,1122596471.0,1314943646.0,2290135067.0,1286530735.0,
VPO,Diluted Average Shares,,940000000.0,940000000.0,940000000.0,940000000.0,
VPO,Basic Average Shares,,940000000.0,940000000.0,940000000.0,940000000.0,
VPO,Diluted EPS,,-0.03,0.05,0.02,-0.12,
VPO,Basic EPS,,-0.03,0.05,0.02,-0.12,
VPO,Diluted NI Availto Com Stockholders,,-29335558.0,46224584.0,16407691.0,-114197254.0,
VPO,Net Income Common Stockholders,,-29335558.0,46224584.0,16407691.0,-114197254.0,
VPO,Net Income,,-29335558.0,46224584.0,16407691.0,-114197254.0,
VPO,Minority Interests,,0.0,0.0,483227.0,1404658.0,
VPO,Net Income Including Noncontrolling Interests,,-29335558.0,46224584.0,15924464.0,-115601912.0,
VPO,Net Income Continuous Operations,,-29335558.0,46224584.0,15924464.0,-115601912.0,
VPO,Tax Provision,,5667336.0,11309663.0,11113662.0,369183.0,
VPO,Pretax Income,,-23668222.0,57534247.0,27038126.0,-115232729.0,
VPO,Other Income Expense,,5489246.0,14148841.0,-23394719.0,-3827703.0,
VPO,Other Non Operating Income Expenses,,,,465025.0,1599874.0,
VPO,Special Income Charges,,2323357.0,10735029.0,1372623.0,825571.0,
VPO,Gain On Sale Of Ppe,,2175074.0,9933477.0,917297.0,649115.0,
VPO,Other Special Charges,,-148283.0,-801552.0,-455326.0,-176456.0,
VPO,Write Off,0.0,,,,,
VPO,Earnings From Equity Interest,,,0.0,-127696.0,-423647.0,
VPO,Gain On Sale Of Security,,3165889.0,3413812.0,-25104671.0,-5829501.0,
VPO,Net Non Operating Interest Income Expense,,-16262352.0,-10763683.0,-7970805.0,-6311872.0,
VPO,Interest Expense Non Operating,,16328044.0,10787085.0,7994369.0,6369839.0,
VPO,Interest Income Non Operating,,65692.0,23402.0,23564.0,57967.0,
VPO,Operating Income,,-12895115.0,54149089.0,58403650.0,-105093154.0,
VPO,Operating Expense,,108524972.0,92351547.0,115765027.0,108099055.0,
VPO,Other Operating Expenses,-648104.0,-190070.0,-6456473.0,-465025.0,,
VPO,Provision For Doubtful Accounts,,,0.0,0.0,0.0,
VPO,Selling General And Administration,,108715042.0,98808020.0,115765027.0,108099055.0,
VPO,Selling And Marketing Expense,,16830329.0,16240309.0,23723967.0,9879719.0,
VPO,General And Administrative Expense,,91884713.0,82567711.0,92041060.0,98219336.0,
VPO,Other Gand A,,91884713.0,82567711.0,92041060.0,98219336.0,
VPO,Gross Profit,,95629857.0,146500636.0,174168677.0,3005901.0,
VPO,Cost Of Revenue,,1014071499.0,1222592099.0,2174370040.0,1178431680.0,
VPO,Total Revenue,,1109701356.0,1369092735.0,2348538717.0,1181437581.0,
VPO,Operating Revenue,,1109701356.0,1369092735.0,2348538717.0,1181437581.0,
VRANDA,Tax Effect Of Unusual Items,,0.0,0.0,-312987.2,-19447178.6,
VRANDA,Tax Rate For Calcs,,0.27,0.23,0.2,0.2,
VRANDA,Normalized EBITDA,,352159370.0,171938755.0,300097603.0,292209501.0,
VRANDA,Total Unusual Items,,,,-1564936.0,-97235893.0,
VRANDA,Total Unusual Items Excluding Goodwill,,,,-1564936.0,-97235893.0,
VRANDA,Net Income From Continuing Operation Net Minority Interest,,18672931.0,-107249382.0,1112237.0,-140768677.0,
VRANDA,Reconciled Depreciation,,245990791.0,236194353.0,226965317.0,228959134.0,
VRANDA,Reconciled Cost Of Revenue,,1499834137.0,1079136713.0,926906912.0,927334855.0,
VRANDA,EBITDA,,352159370.0,171938755.0,298532667.0,194973608.0,
VRANDA,EBIT,,106168579.0,-64255598.0,71567350.0,-33985526.0,
VRANDA,Net Interest Income,,-80602533.0,-74746094.0,-71333962.0,-101382247.0,
VRANDA,Interest Expense,,80602533.0,74746094.0,71333962.0,101382247.0,
VRANDA,Interest Income,369319.0,601477.0,,,,
VRANDA,Normalized Income,,18672931.0,-107249382.0,2364185.8,-62979962.6,
VRANDA,Net Income From Continuing And Discontinued Operation,,18672931.0,-107249382.0,1112237.0,-140768677.0,
VRANDA,Total Expenses,,1867284474.0,1334696598.0,1247818566.0,1307390018.0,
VRANDA,Rent Expense Supplemental,,12352000.0,8552000.0,7970000.0,9131000.0,
VRANDA,Total Operating Income As Reported,,106168579.0,-64255598.0,71558075.0,-33920875.0,
VRANDA,Diluted Average Shares,,319682000.0,319682000.0,319682000.0,319682000.0,
VRANDA,Basic Average Shares,,319682000.0,319682000.0,319682000.0,319682000.0,
VRANDA,Diluted EPS,,0.06,-0.335,0.003,-0.44,
VRANDA,Basic EPS,,0.06,-0.335,0.003,-0.44,
VRANDA,Diluted NI Availto Com Stockholders,,18672931.0,-107249382.0,1112237.0,-140768677.0,
VRANDA,Net Income Common Stockholders,,18672931.0,-107249382.0,1112237.0,-140768677.0,
VRANDA,Net Income,,18672931.0,-107249382.0,1112237.0,-140768677.0,
VRANDA,Net Income Including Noncontrolling Interests,,18672931.0,-107249382.0,1112237.0,-140768677.0,
VRANDA,Net Income Continuous Operations,,18672931.0,-107249382.0,1112237.0,-140768677.0,
VRANDA,Tax Provision,,6893115.0,-31752310.0,-878849.0,5400904.0,
VRANDA,Pretax Income,,25566046.0,-139001692.0,233388.0,-135367773.0,
VRANDA,Other Income Expense,50180766.0,28876870.0,,-1564936.0,-97235893.0,
VRANDA,Other Non Operating Income Expenses,50180766.0,28876870.0,,,,
VRANDA,Special Income Charges,,,,-1564936.0,-97235893.0,
VRANDA,Impairment Of Capital Assets,,,,1564936.0,97235893.0,
VRANDA,Net Non Operating Interest Income Expense,,-80602533.0,-74746094.0,-71333962.0,-101382247.0,
VRANDA,Interest Expense Non Operating,,80602533.0,74746094.0,71333962.0,101382247.0,
VRANDA,Interest Income Non Operating,369319.0,601477.0,,,,
VRANDA,Operating Income,,106168579.0,-64255598.0,73132286.0,63250367.0,
VRANDA,Operating Expense,,367450337.0,255559885.0,320911654.0,380055163.0,
VRANDA,Other Operating Expenses,,-29478347.0,-37031467.0,-44868768.0,-31827508.0,
VRANDA,Selling General And Administration,,396928684.0,292591352.0,365780422.0,411882671.0,
VRANDA,Selling And Marketing Expense,,197099792.0,132345569.0,157162830.0,171562250.0,
VRANDA,General And Administrative Expense,,199828892.0,160245783.0,208617592.0,240320421.0,
VRANDA,Other Gand A,,199828892.0,160245783.0,208617592.0,240320421.0,
VRANDA,Gross Profit,,473618916.0,191304287.0,394043940.0,443305530.0,
VRANDA,Cost Of Revenue,,1499834137.0,1079136713.0,926906912.0,927334855.0,
VRANDA,Total Revenue,,1973453053.0,1270441000.0,1320950852.0,1370640385.0,
VRANDA,Operating Revenue,,1973453053.0,1270441000.0,1320950852.0,1370640385.0,
W,Tax Effect Of Unusual Items,,-18093665.6,0.0,0.0,0.0,
W,Tax Rate For Calcs,,0.2,0.053492,0.016783,0.00758,
W,Normalized EBITDA,,-35527203.0,28956782.0,-133681711.0,-62100744.0,
W,Total Unusual Items,54120128.0,-90468328.0,0.0,-181311458.0,,
W,Total Unusual Items Excluding Goodwill,54120128.0,-90468328.0,0.0,-181311458.0,,
W,Net Income From Continuing Operation Net Minority Interest,,-238811188.0,-99901318.0,-328819595.0,-147521435.0,
W,Reconciled Depreciation,,91834381.0,120058142.0,146214405.0,46604984.0,
W,Reconciled Cost Of Revenue,,285991706.0,126817632.0,172301732.0,159669034.0,
W,EBITDA,,-125995531.0,28956782.0,-133681711.0,-62100744.0,
W,EBIT,,-217829912.0,-91101360.0,-279896116.0,-108705728.0,
W,Net Interest Income,,-16438796.0,-14438332.0,-56518481.0,-39942408.0,
W,Interest Expense,,16583786.0,14445857.0,56518481.0,39942408.0,
W,Interest Income,804393.0,144990.0,7525.0,13885.0,,
W,Normalized Income,,-166436525.6,-99901318.0,-328819595.0,-147521435.0,
W,Net Income From Continuing And Discontinued Operation,,-238811188.0,-276451839.0,-574041285.0,-147521435.0,
W,Total Expenses,,547248437.0,354605343.0,627714348.0,432200073.0,
W,Rent Expense Supplemental,38624067.0,,39783950.0,46145447.0,59794568.0,
W,Diluted Average Shares,,679458535.0,825803213.0,830842784.0,894179605.0,
W,Basic Average Shares,,679458535.0,813913390.0,813913390.0,877250217.0,
W,Diluted EPS,,-0.351,-0.34,-0.705,-0.665,
W,Basic EPS,,-0.351,-0.34,-0.705,-0.168,
W,Diluted NI Availto Com Stockholders,,-238811188.0,-276451839.0,-574041285.0,-147521435.0,
W,Net Income Common Stockholders,,-238811188.0,-276451839.0,-574041285.0,-147521435.0,
W,Net Income,,-238811188.0,-276451839.0,-574041285.0,-147521435.0,
W,Minority Interests,,-1681155.0,0.0,1949103.0,0.0,
W,Net Income Including Noncontrolling Interests,,-237130033.0,-276451839.0,-575990388.0,-147521435.0,
W,Net Income Discontinuous Operations,,,-176550521.0,-245221690.0,0.0,
W,Net Income Continuous Operations,,-237130033.0,-99901318.0,-330768698.0,-147521435.0,
W,Tax Provision,,2716335.0,-5645899.0,-5645899.0,-1126701.0,
W,Pretax Income,,-234413698.0,-105547217.0,-336414597.0,-148648136.0,
